LOG3759298,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759354,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759411,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759467,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759523,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759580,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,106,-1,-1
LOG3759635,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759691,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759748,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759804,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759860,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759917,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3759973,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3760028,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3760084,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760141,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,105,-1,-1
LOG3760197,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760253,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760310,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760365,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760421,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760478,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760534,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760590,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760647,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760703,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,104,-1,-1
LOG3760758,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3760815,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3760871,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3760927,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3760984,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3761040,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3761095,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3761152,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3761208,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,103,-1,-1
LOG3761264,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761320,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761377,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761432,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761488,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761545,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761601,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761657,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761714,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761770,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761825,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,102,-1,-1
LOG3761882,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3761938,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3761994,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762051,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762107,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762162,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762219,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762275,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762331,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762387,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
LOG3762444,0,0,1,1,0,1,0,1,0,8,0,6,0,5,0,3,101,-1,-1
