LOG4358528,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4358584,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4358640,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4358696,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4358753,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4358808,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4358864,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4358921,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4358977,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359033,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4359090,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359145,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359201,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359258,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359314,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359370,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359427,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4359483,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359538,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359595,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359651,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359707,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4359763,1,0,1,1,1,0,0,1,0,6,1,3,0,8,259,1,0,-1,-1
LOG4359820,1,0,1,1,1,0,0,1,0,6,0,3,0,8,259,1,0,-1,-1
LOG4359875,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4359931,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4359988,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360044,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360100,1,0,1,1,1,0,0,1,0,6,0,3,0,8,260,1,0,-1,-1
LOG4360157,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360212,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360268,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360325,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360381,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360437,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360494,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360550,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360605,1,0,1,1,1,0,0,1,0,6,0,3,0,8,260,1,0,-1,-1
LOG4360662,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360718,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360774,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360830,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360887,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360942,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4360998,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361055,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361111,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361167,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361224,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361280,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361335,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361392,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361448,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361504,1,0,1,1,1,0,0,1,0,6,1,3,0,8,260,1,0,-1,-1
LOG4361561,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4361617,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4361672,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4361729,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4361785,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4361841,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4361897,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4361954,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4362009,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4362065,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362122,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362178,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362234,1,0,1,1,1,0,0,1,0,6,0,3,0,8,261,1,0,-1,-1
LOG4362291,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362347,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362402,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
LOG4362459,1,0,1,1,1,0,0,1,0,6,1,3,0,8,261,1,0,-1,-1
